PROGRAM,CODE,COURSE,UNIT,TYPE,PREREQUISITE,LEVEL,SEMESTER
"BTVTEd-FSM,BTVTEd-IAET,BTVTEd-IAWT",FS413,"FIELD STUDY 1 (CHILD BEHAVIOR AND SOCIAL DEVELOPMENT EXPERIENCING THE TEACHING-LEARNING PROCESS AND TECHNOLOGY IN THE LEARNING ENVIRONMENT",3,TECH_SKILL,,4,1
"BTVTEd-FSM,BTVTEd-IAET,BTVTEd-IAWT",FS423,"FIELD STUDY 2 (EXPLORING THE CURRICULUM, LEARNING ASSESSMENT STRATEGIES AND ON BECOMING A TEACHER",3,TECH_SKILL,,4,1
"BTVTEd-FSM,BTVTEd-IAET,BTVTEd-IAWT",SIT413,"SUPERVISED INDUSTRIAL TRAINING",3,CAP_OJT,,4,1
"BTVTEd-FSM,BTVTEd-IAET,BTVTEd-IAWT",PT423,"PRACTICE TEACHING/TEACHING INTERNSHIP",6,CAP_OJT,,4,2
BTVTEd-IAET,RPH113_293,"READINGS IN PHILIPPINE HISTORY (WITH INTEGRATION OF INDIGENOUS PEOPLE EDUCATION)",3,GEN_ED,,1,1
"BTVTEd-IAET,BTVTEd-IAWT",DRAW224,DRAWING,4,TECH_SKILL,,2,2
BTVTEd-IAET,CCIA313_330,"TEACHING COMMON COMPETENCIES IN IA",3,TECH_SKILL,,3,1
BTVTEd-IAET,CCICT313_331,"TEACHINF COMMON COMPETENCIES IN ICT",3,TECH_SKILL,,3,1
BTVTEd-IAET,EIM313,"BASIC PNEUMATICS",3,TECH_SKILL,,3,1
BTVTEd-IAET,EIT313,"BENCH METAL PROCESS",3,TECH_SKILL,,3,1
BTVTEd-IAET,RAC313,"BASIC REFRIGERATION AND AIR-CONDITIONING",3,TECH_SKILL,,3,1
BTVTEd-IAET,EIW315,"WIRING (BUILDING WIRING 1)",5,TECH_SKILL,,3,1
BTVTEd-IAET,EMC315,"MOTOR CONTROLS",5,TECH_SKILL,,3,1
BTVTEd-IAET,CCHE323_338,"TEACHING COMMON COMPETENCIES IN HE",3,GEN_ED,,3,2
BTVTEd-IAET,EBW325,"BUILDING WIRING II",5,TECH_SKILL,,3,2
BTVTEd-IAET,ETMR325,"TRANSFORMER AND MOTOR REWINDING",5,TECH_SKILL,,3,2
"BTVTEd-IAET,BTVTEd-IAWT",CCAFA323,"TEACHING COMMON COMPETENCIES IN AFA (AGRI-FISHERIES AND ARTS)",3,TECH_SKILL,,3,2
BTVTEd-IAWT,RPH113_348,"READINGS IN PHILIPPINE HISTORY (WITH INTEGRATION OF INDIGENOUS PEOPLE EDUCATION)",3,GEN_ED,,1,1
BTVTEd-IAWT,SMAW313,"PRACTICE HOUSEKEEPING PROCEDURES",3,TECH_SKILL,,3,1
BTVTEd-IAWT,ASP313,"APPLY SAFETY PRACTICES",3,TECH_SKILL,,3,1
BTVTEd-IAWT,CQS313,"CONTRIBUTE TO QUALITY SYSTEM",3,TECH_SKILL,,3,1
BTVTEd-IAWT,HT313,"HAND TOOLS",3,TECH_SKILL,,3,1
BTVTEd-IAWT,PWM313,"PREPARE WELD MATERIALS",3,TECH_SKILL,,3,1
BTVTEd-IAWT,CCHE323_393,"TEACHING COMMON COMPETENCIES IN HE",3,GEN_ED,,3,2
BTVTEd-IAWT,SWE323,"SETTING-UP WELDING EQUIPMENT",3,TECH_SKILL,,3,2
BTVTEd-IAWT,ETMR324,"TRANSFORMER AND MOTOR REWINDING",4,TECH_SKILL,,3,2
BTVTEd-IAWT,FWM324,"FITTING UP WELD MATERIALS",4,TECH_SKILL,,3,2
BTVTEd-IAWT,WSP323,"WELDING CARBON STEEL PLATES USING SMAW",3,TECH_SKILL,,3,2
"CK NCII",HCK114,"HOUSEKEEPING 2 - HOUSEKEEPING OPERATIONS SUPERVISOR)",3,TECH_SKILL,,1,1
"CK NCII",AWC114,"COOKERY 2 - INTERNATIONAL CUISINE (ASIAN AND WESTERN)",6,TECH_SKILL,,1,1
